0 :   channel = 3    timestamp = e25bbab296, loca = 134      3d91392a, f000f000 ,203f04, ddddcccc, e2
3124 :   channel = 3    timestamp = e25bd87d8b, loca = 828946      3bdb3923, f000f000 ,203f04, ddddcccc, e2
3125 :   channel = 3    timestamp = e25bd87ffc, loca = 829210      3be13924, f000f000 ,203f04, ddddcccc, e2
3126 :   channel = 3    timestamp = e25bd8826d, loca = 829475      3bda3924, f000f000 ,203f04, ddddcccc, e2
3127 :   channel = 3    timestamp = e25bd884de, loca = 829673      3bdd3925, f000f000 ,203f04, ddddcccc, e2
3128 :   channel = 3    timestamp = e25bd8874f, loca = 830003      3bdd3925, f000f000 ,203f04, ddddcccc, e2
3129 :   channel = 3    timestamp = e25bd889c0, loca = 830267      3bdb3926, f000f000 ,203f04, ddddcccc, e2
3130 :   channel = 3    timestamp = e25bd88c31, loca = 830565      3bde3924, f000f000 ,203f04, ddddcccc, e2
3131 :   channel = 3    timestamp = e25bd88ea2, loca = 830763      3bda3924, f000f000 ,203f04, ddddcccc, e2
3132 :   channel = 3    timestamp = e25bd89113, loca = 831093      3bdc3923, f000f000 ,203f04, ddddcccc, e2
3133 :   channel = 3    timestamp = e25bd89384, loca = 831357      3bdc3924, f000f000 ,203f04, ddddcccc, e2
3134 :   channel = 3    timestamp = e25bd895f5, loca = 831622      3bdd3923, f000f000 ,203f04, ddddcccc, e2
3135 :   channel = 3    timestamp = e25bd89866, loca = 831820      3bde3924, f000f000 ,203f04, ddddcccc, e2
3136 :   channel = 3    timestamp = e25bd89ad7, loca = 832150      3bdd3924, f000f000 ,203f04, ddddcccc, e2
3137 :   channel = 3    timestamp = e25bd89d48, loca = 832414      3bdd3924, f000f000 ,203f04, ddddcccc, e2
3138 :   channel = 3    timestamp = e25bd89fb9, loca = 832679      3bdf3924, f000f000 ,203f04, ddddcccc, e2
3139 :   channel = 3    timestamp = e25bd8a22a, loca = 832877      3bdc3924, f000f000 ,203f04, ddddcccc, e2
3140 :   channel = 3    timestamp = e25bd8a49b, loca = 833207      3bdf3922, f000f000 ,203f04, ddddcccc, e2
3141 :   channel = 3    timestamp = e25bd8a70c, loca = 833471      3bde3922, f000f000 ,203f04, ddddcccc, e2
3142 :   channel = 3    timestamp = e25bd8a97d, loca = 833736      3be23922, f000f000 ,203f04, ddddcccc, e2
3143 :   channel = 3    timestamp = e25bd8abee, loca = 833934      3be53922, f000f000 ,203f04, ddddcccc, e2
3144 :   channel = 3    timestamp = e25bd8ae5f, loca = 834264      3be33924, f000f000 ,203f04, ddddcccc, e2
3145 :   channel = 3    timestamp = e25bd8b0d0, loca = 834528      3be53921, f000f000 ,203f04, ddddcccc, e2
3146 :   channel = 3    timestamp = e25bd8b341, loca = 834793      3be53924, f000f000 ,203f04, ddddcccc, e2
3147 :   channel = 3    timestamp = e25bd8b5b2, loca = 834991      3be63923, f000f000 ,203f04, ddddcccc, e2
3148 :   channel = 3    timestamp = e25bd8b823, loca = 835321      3be73923, f000f000 ,203f04, ddddcccc, e2
3149 :   channel = 3    timestamp = e25bd8ba94, loca = 835586      f00f, 203f04 ,203f04, ddddcccc, e2
3150 :   channel = 3    timestamp = e25bd8bd05, loca = 835850      3be43924, f000f000 ,203f04, ddddcccc, e2
3151 :   channel = 3    timestamp = e25bd8bf76, loca = 836048      3be83926, f000f000 ,203f04, ddddcccc, e2
3152 :   channel = 3    timestamp = e25bd8c1e7, loca = 836378      3be53926, f000f000 ,203f04, ddddcccc, e2
3153 :   channel = 3    timestamp = e25bd8c458, loca = 836643      3be33924, f000f000 ,203f04, ddddcccc, e2
3154 :   channel = 3    timestamp = e25bd8c6c9, loca = 836907      3bdf3925, f000f000 ,203f04, ddddcccc, e2
3155 :   channel = 3    timestamp = e25bd8c93a, loca = 837105      3bdf3923, f000f000 ,203f04, ddddcccc, e2
3156 :   channel = 3    timestamp = e25bd8cbab, loca = 837435      3be33924, f000f000 ,203f04, ddddcccc, e2
3157 :   channel = 3    timestamp = e25bd8ce1c, loca = 837733      3be23923, f000f000 ,203f04, ddddcccc, e2
3158 :   channel = 3    timestamp = e25bd8d08d, loca = 837997      3be53924, f000f000 ,203f04, ddddcccc, e2
3159 :   channel = 3    timestamp = e25bd8d2fe, loca = 838195      3be53924, f000f000 ,203f04, ddddcccc, e2
3160 :   channel = 3    timestamp = e25bd8d56f, loca = 838525      3be93924, f000f000 ,203f04, ddddcccc, e2
3161 :   channel = 3    timestamp = e25bd8d7e0, loca = 838790      3bea3923, f000f000 ,203f04, ddddcccc, e2
3162 :   channel = 3    timestamp = e25bd8da51, loca = 839054      3be73924, f000f000 ,203f04, ddddcccc, e2
3163 :   channel = 3    timestamp = e25bd8dcc2, loca = 839252      3be93924, f000f000 ,203f04, ddddcccc, e2
3164 :   channel = 3    timestamp = e25bd8df33, loca = 839582      3bef3923, f000f000 ,203f04, ddddcccc, e2
3165 :   channel = 3    timestamp = e25bd8e1a4, loca = 839847      3bef3923, f000f000 ,203f04, ddddcccc, e2
3166 :   channel = 3    timestamp = e25bd8e415, loca = 840111      3bef3924, f000f000 ,203f04, ddddcccc, e2
3167 :   channel = 3    timestamp = e25bd8e686, loca = 840309      3bef3923, f000f000 ,203f04, ddddcccc, e2
3168 :   channel = 3    timestamp = e25bd8e8f7, loca = 840639      3bf23922, f000f000 ,203f04, ddddcccc, e2
3169 :   channel = 3    timestamp = e25bd8eb68, loca = 840904      3bf43923, f000f000 ,203f04, ddddcccc, e2
3170 :   channel = 3    timestamp = e25bd8edd9, loca = 841168      3bf13923, f000f000 ,203f04, ddddcccc, e2
3171 :   channel = 3    timestamp = e25bd8f04a, loca = 841366      3bf33923, f000f000 ,203f04, ddddcccc, e2
3172 :   channel = 3    timestamp = e25bd8f2bb, loca = 841696      3bf13922, f000f000 ,203f04, ddddcccc, e2
3173 :   channel = 3    timestamp = e25bd8f52c, loca = 841961      3bf03923, f000f000 ,203f04, ddddcccc, e2
3174 :   channel = 3    timestamp = e25bd8f79d, loca = 842225      3bf33924, f000f000 ,203f04, ddddcccc, e2
3175 :   channel = 3    timestamp = e25bd8fa0e, loca = 842423      3bf03923, f000f000 ,203f04, ddddcccc, e2
3176 :   channel = 3    timestamp = e25bd8fc7f, loca = 842754      f00f, 203f04 ,203f04, ddddcccc, e2
3177 :   channel = 3    timestamp = e25bd8fef0, loca = 843018      3bef3925, f000f000 ,203f04, ddddcccc, e2
3178 :   channel = 3    timestamp = e25bd90161, loca = 843282      3bef3925, f000f000 ,203f04, ddddcccc, e2
3179 :   channel = 3    timestamp = e25bd903d2, loca = 843480      3bf03925, f000f000 ,203f04, ddddcccc, e2
3180 :   channel = 3    timestamp = e25bd90643, loca = 843811      3bee3925, f000f000 ,203f04, ddddcccc, e2
3181 :   channel = 3    timestamp = e25bd908b4, loca = 844075      3bed3923, f000f000 ,203f04, ddddcccc, e2
3182 :   channel = 3    timestamp = e25bd90b25, loca = 844339      3bf13924, f000f000 ,203f04, ddddcccc, e2
3183 :   channel = 3    timestamp = e25bd90d96, loca = 844537      3bef3924, f000f000 ,203f04, ddddcccc, e2
3184 :   channel = 3    timestamp = e25bd91007, loca = 844868      3bf43923, f000f000 ,203f04, ddddcccc, e2
3185 :   channel = 3    timestamp = e25bd91278, loca = 845132      3bf23924, f000f000 ,203f04, ddddcccc, e2
3186 :   channel = 3    timestamp = e25bd914e9, loca = 845396      3bf63924, f000f000 ,203f04, ddddcccc, e2
3187 :   channel = 3    timestamp = e25bd9175a, loca = 845594      3bfc3924, f000f000 ,203f04, ddddcccc, e2
3188 :   channel = 3    timestamp = e25bd919cb, loca = 845925      3bfb3922, f000f000 ,203f04, ddddcccc, e2
3189 :   channel = 3    timestamp = e25bd91c3c, loca = 846189      3bfb3923, f000f000 ,203f04, ddddcccc, e2
3190 :   channel = 3    timestamp = e25bd91ead, loca = 846453      3bff3924, f000f000 ,203f04, ddddcccc, e2
3191 :   channel = 3    timestamp = e25bd9211e, loca = 846651      3bfd3923, f000f000 ,203f04, ddddcccc, e2
3192 :   channel = 3    timestamp = e25bd9238f, loca = 846982      3c013924, f000f000 ,203f04, ddddcccc, e2
3193 :   channel = 3    timestamp = e25bd92600, loca = 847246      3bfb3923, f000f000 ,203f04, ddddcccc, e2
3194 :   channel = 3    timestamp = e25bd92871, loca = 847510      3bfe3922, f000f000 ,203f04, ddddcccc, e2
3195 :   channel = 3    timestamp = e25bd92ae2, loca = 847708      3bfc3923, f000f000 ,203f04, ddddcccc, e2
3196 :   channel = 3    timestamp = e25bd92d53, loca = 848039      3bfe3922, f000f000 ,203f04, ddddcccc, e2
3197 :   channel = 3    timestamp = e25bd92fc4, loca = 848303      3bfe3923, f000f000 ,203f04, ddddcccc, e2
3198 :   channel = 3    timestamp = e25bd93235, loca = 848567      3bfc3922, f000f000 ,203f04, ddddcccc, e2
3199 :   channel = 3    timestamp = e25bd934a6, loca = 848765      3bfe3922, f000f000 ,203f04, ddddcccc, e2
3200 :   channel = 3    timestamp = e25bd93717, loca = 849096      3c003923, f000f000 ,203f04, ddddcccc, e2
3201 :   channel = 3    timestamp = e25bd93988, loca = 849360      3bff3923, f000f000 ,203f04, ddddcccc, e2
3202 :   channel = 3    timestamp = e25bd93bf9, loca = 849624      3c003923, f000f000 ,203f04, ddddcccc, e2
3203 :   channel = 3    timestamp = e25bd93e6a, loca = 849822      3c013922, f000f000 ,203f04, ddddcccc, e2
3204 :   channel = 3    timestamp = e25bd940db, loca = 850153      3bfd3924, f000f000 ,203f04, ddddcccc, e2
3205 :   channel = 3    timestamp = e25bd9434c, loca = 850417      3bfd3924, f000f000 ,203f04, ddddcccc, e2
3206 :   channel = 3    timestamp = e25bd945bd, loca = 850681      3bfe3925, f000f000 ,203f04, ddddcccc, e2
3207 :   channel = 3    timestamp = e25bd9482e, loca = 850879      3bfe3924, f000f000 ,203f04, ddddcccc, e2
3208 :   channel = 3    timestamp = e25bd94a9f, loca = 851210      3c023925, f000f000 ,203f04, ddddcccc, e2
3209 :   channel = 3    timestamp = e25bd94d10, loca = 851474      3c013923, f000f000 ,203f04, ddddcccc, e2
3210 :   channel = 3    timestamp = e25bd94f81, loca = 851738      3c053923, f000f000 ,203f04, ddddcccc, e2
3211 :   channel = 3    timestamp = e25bd951f2, loca = 851936      3c013924, f000f000 ,203f04, ddddcccc, e2
3212 :   channel = 3    timestamp = e25bd95463, loca = 852267      3c043924, f000f000 ,203f04, ddddcccc, e2
3213 :   channel = 3    timestamp = e25bd956d4, loca = 852531      3c043924, f000f000 ,203f04, ddddcccc, e2
3214 :   channel = 3    timestamp = e25bd95945, loca = 852795      3c033922, f000f000 ,203f04, ddddcccc, e2
3215 :   channel = 3    timestamp = e25bd95bb6, loca = 853027      3c063924, f000f000 ,203f04, ddddcccc, e2
3216 :   channel = 3    timestamp = e25bd95e27, loca = 853357      3c033922, f000f000 ,203f04, ddddcccc, e2
3217 :   channel = 3    timestamp = e25bd96098, loca = 853621      3c053922, f000f000 ,203f04, ddddcccc, e2
3218 :   channel = 3    timestamp = e25bd96309, loca = 853885      3c073922, f000f000 ,203f04, ddddcccc, e2
3219 :   channel = 3    timestamp = e25bd9657a, loca = 854084      3bfe3923, f000f000 ,203f04, ddddcccc, e2
3220 :   channel = 3    timestamp = e25bd967eb, loca = 854414      3c063923, f000f000 ,203f04, ddddcccc, e2
3221 :   channel = 3    timestamp = e25bd96a5c, loca = 854678      3c053923, f000f000 ,203f04, ddddcccc, e2
3222 :   channel = 3    timestamp = e25bd96ccd, loca = 854942      3c083922, f000f000 ,203f04, ddddcccc, e2
3223 :   channel = 3    timestamp = e25bd96f3e, loca = 855141      3c093922, f000f000 ,203f04, ddddcccc, e2
3224 :   channel = 3    timestamp = e25bd971af, loca = 855471      3c063921, f000f000 ,203f04, ddddcccc, e2
3225 :   channel = 3    timestamp = e25bd97420, loca = 855735      3c093924, f000f000 ,203f04, ddddcccc, e2
3226 :   channel = 3    timestamp = e25bd97691, loca = 855999      3c0c3923, f000f000 ,203f04, ddddcccc, e2
3227 :   channel = 3    timestamp = e25bd97902, loca = 856198      3c0b3923, f000f000 ,203f04, ddddcccc, e2
3228 :   channel = 3    timestamp = e25bd97b73, loca = 856528      3c0b3925, f000f000 ,203f04, ddddcccc, e2
3229 :   channel = 3    timestamp = e25bd97de4, loca = 856792      3c0b3924, f000f000 ,203f04, ddddcccc, e2
3230 :   channel = 3    timestamp = e25bd98055, loca = 857056      3c0a3925, f000f000 ,203f04, ddddcccc, e2
3231 :   channel = 3    timestamp = e25bd982c6, loca = 857255      3c0c3925, f000f000 ,203f04, ddddcccc, e2
3232 :   channel = 3    timestamp = e25bd98537, loca = 857585      3c0f3924, f000f000 ,203f04, ddddcccc, e2
3233 :   channel = 3    timestamp = e25bd987a8, loca = 857849      3c0c3924, f000f000 ,203f04, ddddcccc, e2
3234 :   channel = 3    timestamp = e25bd98a19, loca = 858114      f00f, 203f04 ,203f04, ddddcccc, e2
3235 :   channel = 3    timestamp = e25bd98c8a, loca = 858312      3c0c3923, f000f000 ,203f04, ddddcccc, e2
3236 :   channel = 3    timestamp = e25bd98efb, loca = 858642      3c113924, f000f000 ,203f04, ddddcccc, e2
3237 :   channel = 3    timestamp = e25bd9916c, loca = 858906      3c0f3923, f000f000 ,203f04, ddddcccc, e2
3238 :   channel = 3    timestamp = e25bd993dd, loca = 859171      3c0e3922, f000f000 ,203f04, ddddcccc, e2
3239 :   channel = 3    timestamp = e25bd9964e, loca = 859369      3c0e3923, f000f000 ,203f04, ddddcccc, e2
3240 :   channel = 3    timestamp = e25bd998bf, loca = 859699      3c0f3923, f000f000 ,203f04, ddddcccc, e2
3241 :   channel = 3    timestamp = e25bd99b30, loca = 859963      3c103923, f000f000 ,203f04, ddddcccc, e2
3242 :   channel = 3    timestamp = e25bd99da1, loca = 860261      3c0f3923, f000f000 ,203f04, ddddcccc, e2
3243 :   channel = 3    timestamp = e25bd9a012, loca = 860459      3c113923, f000f000 ,203f04, ddddcccc, e2
3244 :   channel = 3    timestamp = e25bd9a283, loca = 860789      3c113922, f000f000 ,203f04, ddddcccc, e2
3245 :   channel = 3    timestamp = e25bd9a4f4, loca = 861053      3c0f3923, f000f000 ,203f04, ddddcccc, e2
3246 :   channel = 3    timestamp = e25bd9a765, loca = 861318      3c123922, f000f000 ,203f04, ddddcccc, e2
3247 :   channel = 3    timestamp = e25bd9a9d6, loca = 861516      3c103923, f000f000 ,203f04, ddddcccc, e2
3248 :   channel = 3    timestamp = e25bd9ac47, loca = 861846      3c133923, f000f000 ,203f04, ddddcccc, e2
3249 :   channel = 3    timestamp = e25bd9aeb8, loca = 862110      3c153923, f000f000 ,203f04, ddddcccc, e2
3250 :   channel = 3    timestamp = e25bd9b129, loca = 862375      3c133923, f000f000 ,203f04, ddddcccc, e2
3251 :   channel = 3    timestamp = e25bd9b39a, loca = 862573      3c163924, f000f000 ,203f04, ddddcccc, e2
3252 :   channel = 3    timestamp = e25bd9b60b, loca = 862903      3c163924, f000f000 ,203f04, ddddcccc, e2
3253 :   channel = 3    timestamp = e25bd9b87c, loca = 863167      3c193925, f000f000 ,203f04, ddddcccc, e2
3254 :   channel = 3    timestamp = e25bd9baed, loca = 863432      3c1b3926, f000f000 ,203f04, ddddcccc, e2
3255 :   channel = 3    timestamp = e25bd9bd5e, loca = 863630      3c143924, f000f000 ,203f04, ddddcccc, e2
3256 :   channel = 3    timestamp = e25bd9bfcf, loca = 863960      3c173924, f000f000 ,203f04, ddddcccc, e2
3257 :   channel = 3    timestamp = e25bd9c240, loca = 864224      3c193924, f000f000 ,203f04, ddddcccc, e2
3258 :   channel = 3    timestamp = e25bd9c4b1, loca = 864489      3c193924, f000f000 ,203f04, ddddcccc, e2
3259 :   channel = 3    timestamp = e25bd9c722, loca = 864687      3c183924, f000f000 ,203f04, ddddcccc, e2
3260 :   channel = 3    timestamp = e25bd9c993, loca = 865017      3c1a3924, f000f000 ,203f04, ddddcccc, e2
3261 :   channel = 3    timestamp = e25bd9cc04, loca = 865282      f00f, 203f04 ,203f04, ddddcccc, e2
3262 :   channel = 3    timestamp = e25bd9ce75, loca = 865546      3c193924, f000f000 ,203f04, ddddcccc, e2
3263 :   channel = 3    timestamp = e25bd9d0e6, loca = 865744      3c163923, f000f000 ,203f04, ddddcccc, e2
3264 :   channel = 3    timestamp = e25bd9d357, loca = 866074      3c193924, f000f000 ,203f04, ddddcccc, e2
3265 :   channel = 3    timestamp = e25bd9d5c8, loca = 866339      3c1b3922, f000f000 ,203f04, ddddcccc, e2
3266 :   channel = 3    timestamp = e25bd9d839, loca = 866603      3c1b3923, f000f000 ,203f04, ddddcccc, e2
3267 :   channel = 3    timestamp = e25bd9daaa, loca = 866801      3c1b3922, f000f000 ,203f04, ddddcccc, e2
3268 :   channel = 3    timestamp = e25bd9dd1b, loca = 867131      3c1a3923, f000f000 ,203f04, ddddcccc, e2
3269 :   channel = 3    timestamp = e25bd9df8c, loca = 867429      3c1c3923, f000f000 ,203f04, ddddcccc, e2
3270 :   channel = 3    timestamp = e25bd9e1fd, loca = 867693      3c1f3923, f000f000 ,203f04, ddddcccc, e2
3271 :   channel = 3    timestamp = e25bd9e46e, loca = 867891      3c223923, f000f000 ,203f04, ddddcccc, e2
3272 :   channel = 3    timestamp = e25bd9e6df, loca = 868221      3c243923, f000f000 ,203f04, ddddcccc, e2
3273 :   channel = 3    timestamp = e25bd9e950, loca = 868486      3c233923, f000f000 ,203f04, ddddcccc, e2
3274 :   channel = 3    timestamp = e25bd9ebc1, loca = 868750      3c253922, f000f000 ,203f04, ddddcccc, e2
3275 :   channel = 3    timestamp = e25bd9ee32, loca = 868948      3c263923, f000f000 ,203f04, ddddcccc, e2
3276 :   channel = 3    timestamp = e25bd9f0a3, loca = 869278      3c213923, f000f000 ,203f04, ddddcccc, e2
3277 :   channel = 3    timestamp = e25bd9f314, loca = 869543      3c223926, f000f000 ,203f04, ddddcccc, e2
3278 :   channel = 3    timestamp = e25bd9f585, loca = 869807      3c223925, f000f000 ,203f04, ddddcccc, e2
3279 :   channel = 3    timestamp = e25bd9f7f6, loca = 870005      3c253923, f000f000 ,203f04, ddddcccc, e2
3280 :   channel = 3    timestamp = e25bd9fa67, loca = 870335      3c243923, f000f000 ,203f04, ddddcccc, e2
3281 :   channel = 3    timestamp = e25bd9fcd8, loca = 870600      3c223923, f000f000 ,203f04, ddddcccc, e2
3282 :   channel = 3    timestamp = e25bd9ff49, loca = 870864      3c243923, f000f000 ,203f04, ddddcccc, e2
3283 :   channel = 3    timestamp = e25bda01ba, loca = 871062      3c233924, f000f000 ,203f04, ddddcccc, e2
3284 :   channel = 3    timestamp = e25bda042b, loca = 871392      3c243923, f000f000 ,203f04, ddddcccc, e2
3285 :   channel = 3    timestamp = e25bda069c, loca = 871657      3c253923, f000f000 ,203f04, ddddcccc, e2
3286 :   channel = 3    timestamp = e25bda090d, loca = 871921      3c233923, f000f000 ,203f04, ddddcccc, e2
3287 :   channel = 3    timestamp = e25bda0b7e, loca = 872119      3c263924, f000f000 ,203f04, ddddcccc, e2
3288 :   channel = 3    timestamp = e25bda0def, loca = 872450      f00f, 203f04 ,203f04, ddddcccc, e2
3289 :   channel = 3    timestamp = e25bda1060, loca = 872714      3c223923, f000f000 ,203f04, ddddcccc, e2
3290 :   channel = 3    timestamp = e25bda12d1, loca = 872978      3c243922, f000f000 ,203f04, ddddcccc, e2
3291 :   channel = 3    timestamp = e25bda1542, loca = 873176      3c263922, f000f000 ,203f04, ddddcccc, e2
3292 :   channel = 3    timestamp = e25bda17b3, loca = 873507      3c243923, f000f000 ,203f04, ddddcccc, e2
3293 :   channel = 3    timestamp = e25bda1a24, loca = 873771      3c2a3922, f000f000 ,203f04, ddddcccc, e2
3294 :   channel = 3    timestamp = e25bda1c95, loca = 874035      3c2a3922, f000f000 ,203f04, ddddcccc, e2
3295 :   channel = 3    timestamp = e25bda1f06, loca = 874233      3c2e3923, f000f000 ,203f04, ddddcccc, e2
3296 :   channel = 3    timestamp = e25bda2177, loca = 874597      3c2e3923, f000f000 ,203f04, ddddcccc, e2
3297 :   channel = 3    timestamp = e25bda23e8, loca = 874861      3c303923, f000f000 ,203f04, ddddcccc, e2
3298 :   channel = 3    timestamp = e25bda2659, loca = 875125      3c323923, f000f000 ,203f04, ddddcccc, e2
3299 :   channel = 3    timestamp = e25bda28ca, loca = 875323      3c2d3923, f000f000 ,203f04, ddddcccc, e2
3300 :   channel = 3    timestamp = e25bda2b3b, loca = 875654      3c2e3924, f000f000 ,203f04, ddddcccc, e2
3301 :   channel = 3    timestamp = e25bda2dac, loca = 875918      3c2c3925, f000f000 ,203f04, ddddcccc, e2
3302 :   channel = 3    timestamp = e25bda301d, loca = 876182      3c2c3925, f000f000 ,203f04, ddddcccc, e2
3303 :   channel = 3    timestamp = e25bda328e, loca = 876380      3c2c3924, f000f000 ,203f04, ddddcccc, e2
3304 :   channel = 3    timestamp = e25bda34ff, loca = 876711      3c293923, f000f000 ,203f04, ddddcccc, e2
3305 :   channel = 3    timestamp = e25bda3770, loca = 876975      3c303923, f000f000 ,203f04, ddddcccc, e2
3306 :   channel = 3    timestamp = e25bda39e1, loca = 877239      3c2d3924, f000f000 ,203f04, ddddcccc, e2
3307 :   channel = 3    timestamp = e25bda3c52, loca = 877437      3c2d3923, f000f000 ,203f04, ddddcccc, e2
3308 :   channel = 3    timestamp = e25bda3ec3, loca = 877768      3c2e3923, f000f000 ,203f04, ddddcccc, e2
3309 :   channel = 3    timestamp = e25bda4134, loca = 878032      3c2d3923, f000f000 ,203f04, ddddcccc, e2
3310 :   channel = 3    timestamp = e25bda43a5, loca = 878296      3c2e3923, f000f000 ,203f04, ddddcccc, e2
3311 :   channel = 3    timestamp = e25bda4616, loca = 878494      3c303923, f000f000 ,203f04, ddddcccc, e2
3312 :   channel = 3    timestamp = e25bda4887, loca = 878825      3c2d3922, f000f000 ,203f04, ddddcccc, e2
3313 :   channel = 3    timestamp = e25bda4af8, loca = 879089      3c303923, f000f000 ,203f04, ddddcccc, e2
3314 :   channel = 3    timestamp = e25bda4d69, loca = 879353      3c2f3922, f000f000 ,203f04, ddddcccc, e2
3315 :   channel = 3    timestamp = e25bda4fda, loca = 879551      3c333922, f000f000 ,203f04, ddddcccc, e2
3316 :   channel = 3    timestamp = e25bda524b, loca = 879882      3c343923, f000f000 ,203f04, ddddcccc, e2
3317 :   channel = 3    timestamp = e25bda54bc, loca = 880146      3c323923, f000f000 ,203f04, ddddcccc, e2
3318 :   channel = 3    timestamp = e25bda572d, loca = 880410      3c373922, f000f000 ,203f04, ddddcccc, e2
3319 :   channel = 3    timestamp = e25bda599e, loca = 880608      3c3b3924, f000f000 ,203f04, ddddcccc, e2
3320 :   channel = 3    timestamp = e25bda5c0f, loca = 880939      3c383922, f000f000 ,203f04, ddddcccc, e2
3321 :   channel = 3    timestamp = e25bda5e80, loca = 881203      3c393923, f000f000 ,203f04, ddddcccc, e2
3322 :   channel = 3    timestamp = e25bda60f1, loca = 881467      3c3a3922, f000f000 ,203f04, ddddcccc, e2
3323 :   channel = 3    timestamp = e25bda6362, loca = 881699      3c373924, f000f000 ,203f04, ddddcccc, e2
3324 :   channel = 3    timestamp = e25bda65d3, loca = 882029      3c3d3924, f000f000 ,203f04, ddddcccc, e2
3325 :   channel = 3    timestamp = e25bda6844, loca = 882293      3c353924, f000f000 ,203f04, ddddcccc, e2
3326 :   channel = 3    timestamp = e25bda6ab5, loca = 882557      3c373925, f000f000 ,203f04, ddddcccc, e2
3327 :   channel = 3    timestamp = e25bda6d26, loca = 882756      3c373924, f000f000 ,203f04, ddddcccc, e2
3328 :   channel = 3    timestamp = e25bda6f97, loca = 883086      3c383923, f000f000 ,203f04, ddddcccc, e2
3329 :   channel = 3    timestamp = e25bda7208, loca = 883350      3c373923, f000f000 ,203f04, ddddcccc, e2
3330 :   channel = 3    timestamp = e25bda7479, loca = 883614      3c383923, f000f000 ,203f04, ddddcccc, e2
3331 :   channel = 3    timestamp = e25bda76ea, loca = 883813      3c383922, f000f000 ,203f04, ddddcccc, e2
3332 :   channel = 3    timestamp = e25bda795b, loca = 884143      3c3c3924, f000f000 ,203f04, ddddcccc, e2
3333 :   channel = 3    timestamp = e25bda7bcc, loca = 884407      3c3a3924, f000f000 ,203f04, ddddcccc, e2
3334 :   channel = 3    timestamp = e25bda7e3d, loca = 884671      3c3b3923, f000f000 ,203f04, ddddcccc, e2
3335 :   channel = 3    timestamp = e25bda80ae, loca = 884870      3c393923, f000f000 ,203f04, ddddcccc, e2
3336 :   channel = 3    timestamp = e25bda831f, loca = 885200      3c3d3923, f000f000 ,203f04, ddddcccc, e2
3337 :   channel = 3    timestamp = e25bda8590, loca = 885464      3c413923, f000f000 ,203f04, ddddcccc, e2
3338 :   channel = 3    timestamp = e25bda8801, loca = 885728      3c423921, f000f000 ,203f04, ddddcccc, e2
3339 :   channel = 3    timestamp = e25bda8a72, loca = 885927      3c443922, f000f000 ,203f04, ddddcccc, e2
3340 :   channel = 3    timestamp = e25bda8ce3, loca = 886257      3c443922, f000f000 ,203f04, ddddcccc, e2
3341 :   channel = 3    timestamp = e25bda8f54, loca = 886521      3c463923, f000f000 ,203f04, ddddcccc, e2
3342 :   channel = 3    timestamp = e25bda91c5, loca = 886786      f00f, 203f04 ,203f04, ddddcccc, e2
3343 :   channel = 3    timestamp = e25bda9436, loca = 886984      3c463923, f000f000 ,203f04, ddddcccc, e2
3344 :   channel = 3    timestamp = e25bda96a7, loca = 887314      3c463923, f000f000 ,203f04, ddddcccc, e2
3345 :   channel = 3    timestamp = e25bda9918, loca = 887578      3c473922, f000f000 ,203f04, ddddcccc, e2
3346 :   channel = 3    timestamp = e25bda9b89, loca = 887843      3c473924, f000f000 ,203f04, ddddcccc, e2
3347 :   channel = 3    timestamp = e25bda9dfa, loca = 888041      3c453923, f000f000 ,203f04, ddddcccc, e2
3348 :   channel = 3    timestamp = e25bdaa06b, loca = 888371      3c433925, f000f000 ,203f04, ddddcccc, e2
3349 :   channel = 3    timestamp = e25bdaa2dc, loca = 888635      3c433925, f000f000 ,203f04, ddddcccc, e2
3350 :   channel = 3    timestamp = e25bdaa54d, loca = 888933      3c463924, f000f000 ,203f04, ddddcccc, e2
3351 :   channel = 3    timestamp = e25bdaa7be, loca = 889131      3c403923, f000f000 ,203f04, ddddcccc, e2
3352 :   channel = 3    timestamp = e25bdaaa2f, loca = 889461      3c423923, f000f000 ,203f04, ddddcccc, e2
3353 :   channel = 3    timestamp = e25bdaaca0, loca = 889725      3c413924, f000f000 ,203f04, ddddcccc, e2
3354 :   channel = 3    timestamp = e25bdaaf11, loca = 889990      3c413924, f000f000 ,203f04, ddddcccc, e2
3355 :   channel = 3    timestamp = e25bdab182, loca = 890188      3c473924, f000f000 ,203f04, ddddcccc, e2
3356 :   channel = 3    timestamp = e25bdab3f3, loca = 890518      3c433922, f000f000 ,203f04, ddddcccc, e2
3357 :   channel = 3    timestamp = e25bdab664, loca = 890782      3c453921, f000f000 ,203f04, ddddcccc, e2
3358 :   channel = 3    timestamp = e25bdab8d5, loca = 891047      3c473922, f000f000 ,203f04, ddddcccc, e2
3359 :   channel = 3    timestamp = e25bdabb46, loca = 891245      3c483923, f000f000 ,203f04, ddddcccc, e2
3360 :   channel = 3    timestamp = e25bdabdb7, loca = 891575      3c4b3922, f000f000 ,203f04, ddddcccc, e2
3361 :   channel = 3    timestamp = e25bdac028, loca = 891839      3c4c3921, f000f000 ,203f04, ddddcccc, e2
3362 :   channel = 3    timestamp = e25bdac299, loca = 892104      3c4c3922, f000f000 ,203f04, ddddcccc, e2
3363 :   channel = 3    timestamp = e25bdac50a, loca = 892302      3c4d3922, f000f000 ,203f04, ddddcccc, e2
