0 :   channel = 7    timestamp = e25bbab120, loca = 68      7da37920, f000f000 ,203f08, ddddcccc, e2
1020 :   channel = 7    timestamp = e25bc46b5c, loca = 270668      7f037969, 7825f000 ,203f08, ddddcccc, e2
1021 :   channel = 7    timestamp = e25bc46dcd, loca = 270932      7f04796a, 7827f000 ,203f08, ddddcccc, e2
1022 :   channel = 7    timestamp = e25bc4703e, loca = 271130      7f05796a, 7826f000 ,203f08, ddddcccc, e2
1023 :   channel = 7    timestamp = e25bc472af, loca = 271461      7f06796a, 7828f000 ,203f08, ddddcccc, e2
1024 :   channel = 7    timestamp = e25bc47520, loca = 271725      7f09796d, 782cf000 ,203f08, ddddcccc, e2
1025 :   channel = 7    timestamp = e25bc47791, loca = 271989      7f07796c, 782bf000 ,203f08, ddddcccc, e2
1026 :   channel = 7    timestamp = e25bc47a02, loca = 272187      7f0a796d, 782cf000 ,203f08, ddddcccc, e2
1027 :   channel = 7    timestamp = e25bc47c73, loca = 272518      7f0d796f, 782ff000 ,203f08, ddddcccc, e2
1028 :   channel = 7    timestamp = e25bc47ee4, loca = 272782      7f0c796d, 782ff000 ,203f08, ddddcccc, e2
1029 :   channel = 7    timestamp = e25bc48155, loca = 273046      7f0b796c, 782ff000 ,203f08, ddddcccc, e2
1030 :   channel = 7    timestamp = e25bc483c6, loca = 273244      7f0b796c, 782df000 ,203f08, ddddcccc, e2
1031 :   channel = 7    timestamp = e25bc48637, loca = 273575      7f09796b, 782df000 ,203f08, ddddcccc, e2
1032 :   channel = 7    timestamp = e25bc488a8, loca = 273839      7f08796c, 782bf000 ,203f08, ddddcccc, e2
1033 :   channel = 7    timestamp = e25bc48b19, loca = 274103      7f08796b, 782cf000 ,203f08, ddddcccc, e2
1034 :   channel = 7    timestamp = e25bc48d8a, loca = 274301      7f06796a, 7829f000 ,203f08, ddddcccc, e2
1035 :   channel = 7    timestamp = e25bc48ffb, loca = 274665      7f06796b, 782af000 ,203f08, ddddcccc, e2
1036 :   channel = 7    timestamp = e25bc4926c, loca = 274929      7f0a796c, 782af000 ,203f08, ddddcccc, e2
1037 :   channel = 7    timestamp = e25bc494dd, loca = 275193      7f087969, 782af000 ,203f08, ddddcccc, e2
1038 :   channel = 7    timestamp = e25bc4974e, loca = 275391      7f08796b, 782af000 ,203f08, ddddcccc, e2
1039 :   channel = 7    timestamp = e25bc499bf, loca = 275722      7f09796d, 782bf000 ,203f08, ddddcccc, e2
1040 :   channel = 7    timestamp = e25bc49c30, loca = 275986      7f08796c, 782af000 ,203f08, ddddcccc, e2
1041 :   channel = 7    timestamp = e25bc49ea1, loca = 276250      7f08796c, 782bf000 ,203f08, ddddcccc, e2
1042 :   channel = 7    timestamp = e25bc4a112, loca = 276448      7f07796c, 7829f000 ,203f08, ddddcccc, e2
1043 :   channel = 7    timestamp = e25bc4a383, loca = 276779      7f07796c, 782af000 ,203f08, ddddcccc, e2
1044 :   channel = 7    timestamp = e25bc4a5f4, loca = 277043      7f07796b, 782af000 ,203f08, ddddcccc, e2
1045 :   channel = 7    timestamp = e25bc4a865, loca = 277307      7f0b796c, 782cf000 ,203f08, ddddcccc, e2
1046 :   channel = 7    timestamp = e25bc4aad6, loca = 277506      f00f, 203f08 ,203f08, ddddcccc, e2
1047 :   channel = 7    timestamp = e25bc4ad47, loca = 277836      7f0b796d, 782ef000 ,203f08, ddddcccc, e2
1048 :   channel = 7    timestamp = e25bc4afb8, loca = 278100      7f0d796f, 7833f000 ,203f08, ddddcccc, e2
1049 :   channel = 7    timestamp = e25bc4b229, loca = 278364      7f0e796e, 7831f000 ,203f08, ddddcccc, e2
1050 :   channel = 7    timestamp = e25bc4b49a, loca = 278563      7f0f796f, 7833f000 ,203f08, ddddcccc, e2
1051 :   channel = 7    timestamp = e25bc4b70b, loca = 278893      7f107971, 7834f000 ,203f08, ddddcccc, e2
1052 :   channel = 7    timestamp = e25bc4b97c, loca = 279157      7f0f796f, 7833f000 ,203f08, ddddcccc, e2
1053 :   channel = 7    timestamp = e25bc4bbed, loca = 279421      7f0f796f, 7833f000 ,203f08, ddddcccc, e2
1054 :   channel = 7    timestamp = e25bc4be5e, loca = 279620      7f0f796f, 7831f000 ,203f08, ddddcccc, e2
1055 :   channel = 7    timestamp = e25bc4c0cf, loca = 279950      7f0b796b, 782cf000 ,203f08, ddddcccc, e2
1056 :   channel = 7    timestamp = e25bc4c340, loca = 280214      7f07796b, 782bf000 ,203f08, ddddcccc, e2
1057 :   channel = 7    timestamp = e25bc4c5b1, loca = 280478      7f08796b, 782bf000 ,203f08, ddddcccc, e2
1058 :   channel = 7    timestamp = e25bc4c822, loca = 280677      7f0b796d, 782df000 ,203f08, ddddcccc, e2
1059 :   channel = 7    timestamp = e25bc4ca93, loca = 281007      7f0b796d, 782ff000 ,203f08, ddddcccc, e2
1060 :   channel = 7    timestamp = e25bc4cd04, loca = 281271      7f0e796f, 7831f000 ,203f08, ddddcccc, e2
1061 :   channel = 7    timestamp = e25bc4cf75, loca = 281535      7f0d796e, 7830f000 ,203f08, ddddcccc, e2
1062 :   channel = 7    timestamp = e25bc4d1e6, loca = 281767      7f0d796e, 7830f000 ,203f08, ddddcccc, e2
1063 :   channel = 7    timestamp = e25bc4d457, loca = 282097      7f0d796e, 7830f000 ,203f08, ddddcccc, e2
1064 :   channel = 7    timestamp = e25bc4d6c8, loca = 282361      7f0c796e, 782ef000 ,203f08, ddddcccc, e2
1065 :   channel = 7    timestamp = e25bc4d939, loca = 282626      f00f, 203f08 ,203f08, ddddcccc, e2
1066 :   channel = 7    timestamp = e25bc4dbaa, loca = 282824      7f0c796e, 7830f000 ,203f08, ddddcccc, e2
1067 :   channel = 7    timestamp = e25bc4de1b, loca = 283154      7f0f796f, 7832f000 ,203f08, ddddcccc, e2
1068 :   channel = 7    timestamp = e25bc4e08c, loca = 283418      7f0d796f, 7833f000 ,203f08, ddddcccc, e2
1069 :   channel = 7    timestamp = e25bc4e2fd, loca = 283683      7f117971, 7836f000 ,203f08, ddddcccc, e2
1070 :   channel = 7    timestamp = e25bc4e56e, loca = 283881      7f117971, 7837f000 ,203f08, ddddcccc, e2
1071 :   channel = 7    timestamp = e25bc4e7df, loca = 284211      7f127972, 7837f000 ,203f08, ddddcccc, e2
1072 :   channel = 7    timestamp = e25bc4ea50, loca = 284475      7f127971, 7839f000 ,203f08, ddddcccc, e2
1073 :   channel = 7    timestamp = e25bc4ecc1, loca = 284740      7f147972, 7838f000 ,203f08, ddddcccc, e2
1074 :   channel = 7    timestamp = e25bc4ef32, loca = 284938      7f147972, 7838f000 ,203f08, ddddcccc, e2
1075 :   channel = 7    timestamp = e25bc4f1a3, loca = 285268      7f147973, 783af000 ,203f08, ddddcccc, e2
1076 :   channel = 7    timestamp = e25bc4f414, loca = 285532      7f167972, 7839f000 ,203f08, ddddcccc, e2
1077 :   channel = 7    timestamp = e25bc4f685, loca = 285797      7f147972, 783bf000 ,203f08, ddddcccc, e2
1078 :   channel = 7    timestamp = e25bc4f8f6, loca = 285995      7f137971, 7839f000 ,203f08, ddddcccc, e2
1079 :   channel = 7    timestamp = e25bc4fb67, loca = 286325      7f11796f, 7835f000 ,203f08, ddddcccc, e2
1080 :   channel = 7    timestamp = e25bc4fdd8, loca = 286589      7f0e796f, 7833f000 ,203f08, ddddcccc, e2
1081 :   channel = 7    timestamp = e25bc50049, loca = 286854      7f117970, 7835f000 ,203f08, ddddcccc, e2
1082 :   channel = 7    timestamp = e25bc502ba, loca = 287052      7f107970, 7833f000 ,203f08, ddddcccc, e2
1083 :   channel = 7    timestamp = e25bc5052b, loca = 287382      7f107970, 7835f000 ,203f08, ddddcccc, e2
1084 :   channel = 7    timestamp = e25bc5079c, loca = 287646      7f107970, 7836f000 ,203f08, ddddcccc, e2
1085 :   channel = 7    timestamp = e25bc50a0d, loca = 287911      7f117971, 7835f000 ,203f08, ddddcccc, e2
1086 :   channel = 7    timestamp = e25bc50c7e, loca = 288109      7f0f7971, 7834f000 ,203f08, ddddcccc, e2
1087 :   channel = 7    timestamp = e25bc50eef, loca = 288439      7f107971, 7834f000 ,203f08, ddddcccc, e2
1088 :   channel = 7    timestamp = e25bc51160, loca = 288703      7f147972, 7836f000 ,203f08, ddddcccc, e2
1089 :   channel = 7    timestamp = e25bc513d1, loca = 289001      7f127971, 7837f000 ,203f08, ddddcccc, e2
1090 :   channel = 7    timestamp = e25bc51642, loca = 289199      7f157973, 7839f000 ,203f08, ddddcccc, e2
1091 :   channel = 7    timestamp = e25bc518b3, loca = 289529      7f177973, 783cf000 ,203f08, ddddcccc, e2
1092 :   channel = 7    timestamp = e25bc51b24, loca = 289794      f00f, 203f08 ,203f08, ddddcccc, e2
1093 :   channel = 7    timestamp = e25bc51d95, loca = 290058      7f187975, 783ff000 ,203f08, ddddcccc, e2
1094 :   channel = 7    timestamp = e25bc52006, loca = 290256      7f1a7976, 783ef000 ,203f08, ddddcccc, e2
1095 :   channel = 7    timestamp = e25bc52277, loca = 290586      7f177974, 783cf000 ,203f08, ddddcccc, e2
1096 :   channel = 7    timestamp = e25bc524e8, loca = 290851      7f177974, 783cf000 ,203f08, ddddcccc, e2
1097 :   channel = 7    timestamp = e25bc52759, loca = 291115      7f1a7976, 783ff000 ,203f08, ddddcccc, e2
1098 :   channel = 7    timestamp = e25bc529ca, loca = 291313      7f187974, 783ff000 ,203f08, ddddcccc, e2
1099 :   channel = 7    timestamp = e25bc52c3b, loca = 291643      7f177974, 783ef000 ,203f08, ddddcccc, e2
1100 :   channel = 7    timestamp = e25bc52eac, loca = 291908      7f1a7977, 7840f000 ,203f08, ddddcccc, e2
1101 :   channel = 7    timestamp = e25bc5311d, loca = 292172      7f177975, 783ef000 ,203f08, ddddcccc, e2
1102 :   channel = 7    timestamp = e25bc5338e, loca = 292370      7f157974, 783df000 ,203f08, ddddcccc, e2
1103 :   channel = 7    timestamp = e25bc535ff, loca = 292700      7f167973, 783cf000 ,203f08, ddddcccc, e2
1104 :   channel = 7    timestamp = e25bc53870, loca = 292965      7f137972, 783bf000 ,203f08, ddddcccc, e2
1105 :   channel = 7    timestamp = e25bc53ae1, loca = 293229      7f147971, 783af000 ,203f08, ddddcccc, e2
1106 :   channel = 7    timestamp = e25bc53d52, loca = 293427      7f177972, 783bf000 ,203f08, ddddcccc, e2
1107 :   channel = 7    timestamp = e25bc53fc3, loca = 293757      7f157972, 7839f000 ,203f08, ddddcccc, e2
1108 :   channel = 7    timestamp = e25bc54234, loca = 294022      7f157973, 783af000 ,203f08, ddddcccc, e2
1109 :   channel = 7    timestamp = e25bc544a5, loca = 294286      7f187974, 783cf000 ,203f08, ddddcccc, e2
1110 :   channel = 7    timestamp = e25bc54716, loca = 294484      7f137973, 783bf000 ,203f08, ddddcccc, e2
1111 :   channel = 7    timestamp = e25bc54987, loca = 294814      7f167974, 783cf000 ,203f08, ddddcccc, e2
1112 :   channel = 7    timestamp = e25bc54bf8, loca = 295079      7f1a7975, 783df000 ,203f08, ddddcccc, e2
1113 :   channel = 7    timestamp = e25bc54e69, loca = 295343      7f187975, 7840f000 ,203f08, ddddcccc, e2
1114 :   channel = 7    timestamp = e25bc550da, loca = 295541      7f1b7976, 7841f000 ,203f08, ddddcccc, e2
1115 :   channel = 7    timestamp = e25bc5534b, loca = 295871      7f1d7978, 7841f000 ,203f08, ddddcccc, e2
1116 :   channel = 7    timestamp = e25bc555bc, loca = 296169      7f1c7978, 7844f000 ,203f08, ddddcccc, e2
1117 :   channel = 7    timestamp = e25bc5582d, loca = 296433      7f1d7977, 7844f000 ,203f08, ddddcccc, e2
1118 :   channel = 7    timestamp = e25bc55a9e, loca = 296631      7f1c7978, 7842f000 ,203f08, ddddcccc, e2
1119 :   channel = 7    timestamp = e25bc55d0f, loca = 296962      f00f, 203f08 ,203f08, ddddcccc, e2
1120 :   channel = 7    timestamp = e25bc55f80, loca = 297226      7f1c7977, 7844f000 ,203f08, ddddcccc, e2
1121 :   channel = 7    timestamp = e25bc561f1, loca = 297490      7f1f7978, 7846f000 ,203f08, ddddcccc, e2
1122 :   channel = 7    timestamp = e25bc56462, loca = 297688      7f1b7977, 7843f000 ,203f08, ddddcccc, e2
1123 :   channel = 7    timestamp = e25bc566d3, loca = 298019      7f1d7978, 7844f000 ,203f08, ddddcccc, e2
1124 :   channel = 7    timestamp = e25bc56944, loca = 298283      7f1c7978, 7844f000 ,203f08, ddddcccc, e2
1125 :   channel = 7    timestamp = e25bc56bb5, loca = 298547      7f177975, 783ff000 ,203f08, ddddcccc, e2
1126 :   channel = 7    timestamp = e25bc56e26, loca = 298745      7f197976, 783ff000 ,203f08, ddddcccc, e2
1127 :   channel = 7    timestamp = e25bc57097, loca = 299076      7f1a7973, 783ef000 ,203f08, ddddcccc, e2
1128 :   channel = 7    timestamp = e25bc57308, loca = 299340      7f187975, 783ff000 ,203f08, ddddcccc, e2
1129 :   channel = 7    timestamp = e25bc57579, loca = 299604      7f187976, 7840f000 ,203f08, ddddcccc, e2
1130 :   channel = 7    timestamp = e25bc577ea, loca = 299802      7f1c7977, 7842f000 ,203f08, ddddcccc, e2
1131 :   channel = 7    timestamp = e25bc57a5b, loca = 300133      7f187976, 7842f000 ,203f08, ddddcccc, e2
1132 :   channel = 7    timestamp = e25bc57ccc, loca = 300397      7f1a7976, 7840f000 ,203f08, ddddcccc, e2
1133 :   channel = 7    timestamp = e25bc57f3d, loca = 300661      7f1d7978, 7845f000 ,203f08, ddddcccc, e2
1134 :   channel = 7    timestamp = e25bc581ae, loca = 300859      7f1a7977, 7843f000 ,203f08, ddddcccc, e2
1135 :   channel = 7    timestamp = e25bc5841f, loca = 301190      7f1e7979, 7844f000 ,203f08, ddddcccc, e2
1136 :   channel = 7    timestamp = e25bc58690, loca = 301454      7f20797a, 7845f000 ,203f08, ddddcccc, e2
1137 :   channel = 7    timestamp = e25bc58901, loca = 301718      7f1b7978, 7845f000 ,203f08, ddddcccc, e2
1138 :   channel = 7    timestamp = e25bc58b72, loca = 301916      7f1e797a, 7846f000 ,203f08, ddddcccc, e2
1139 :   channel = 7    timestamp = e25bc58de3, loca = 302247      7f1f797a, 7848f000 ,203f08, ddddcccc, e2
1140 :   channel = 7    timestamp = e25bc59054, loca = 302511      7f1e797a, 7847f000 ,203f08, ddddcccc, e2
1141 :   channel = 7    timestamp = e25bc592c5, loca = 302775      7f1e797a, 7848f000 ,203f08, ddddcccc, e2
1142 :   channel = 7    timestamp = e25bc59536, loca = 302973      7f21797b, 7849f000 ,203f08, ddddcccc, e2
1143 :   channel = 7    timestamp = e25bc597a7, loca = 303337      7f20797c, 784af000 ,203f08, ddddcccc, e2
1144 :   channel = 7    timestamp = e25bc59a18, loca = 303601      7f20797b, 784af000 ,203f08, ddddcccc, e2
1145 :   channel = 7    timestamp = e25bc59c89, loca = 303865      7f22797b, 784bf000 ,203f08, ddddcccc, e2
1146 :   channel = 7    timestamp = e25bc59efa, loca = 304063      7f1f797b, 7848f000 ,203f08, ddddcccc, e2
1147 :   channel = 7    timestamp = e25bc5a16b, loca = 304394      7f22797b, 784bf000 ,203f08, ddddcccc, e2
1148 :   channel = 7    timestamp = e25bc5a3dc, loca = 304658      7f23797b, 784bf000 ,203f08, ddddcccc, e2
1149 :   channel = 7    timestamp = e25bc5a64d, loca = 304922      7f1c7978, 7847f000 ,203f08, ddddcccc, e2
1150 :   channel = 7    timestamp = e25bc5a8be, loca = 305120      7f1e7979, 7845f000 ,203f08, ddddcccc, e2
1151 :   channel = 7    timestamp = e25bc5ab2f, loca = 305451      7f20797a, 7846f000 ,203f08, ddddcccc, e2
1152 :   channel = 7    timestamp = e25bc5ada0, loca = 305715      7f1e7978, 7847f000 ,203f08, ddddcccc, e2
1153 :   channel = 7    timestamp = e25bc5b011, loca = 305979      7f1c7979, 7847f000 ,203f08, ddddcccc, e2
1154 :   channel = 7    timestamp = e25bc5b282, loca = 306178      f00f, 203f08 ,203f08, ddddcccc, e2
1155 :   channel = 7    timestamp = e25bc5b4f3, loca = 306508      7f20797b, 784af000 ,203f08, ddddcccc, e2
1156 :   channel = 7    timestamp = e25bc5b764, loca = 306772      7f1f797c, 784af000 ,203f08, ddddcccc, e2
1157 :   channel = 7    timestamp = e25bc5b9d5, loca = 307036      7f24797e, 784cf000 ,203f08, ddddcccc, e2
1158 :   channel = 7    timestamp = e25bc5bc46, loca = 307235      7f21797c, 784bf000 ,203f08, ddddcccc, e2
1159 :   channel = 7    timestamp = e25bc5beb7, loca = 307565      7f22797c, 784bf000 ,203f08, ddddcccc, e2
1160 :   channel = 7    timestamp = e25bc5c128, loca = 307829      7f23797d, 784df000 ,203f08, ddddcccc, e2
1161 :   channel = 7    timestamp = e25bc5c399, loca = 308093      7f22797e, 784df000 ,203f08, ddddcccc, e2
1162 :   channel = 7    timestamp = e25bc5c60a, loca = 308292      7f22797d, 784bf000 ,203f08, ddddcccc, e2
1163 :   channel = 7    timestamp = e25bc5c87b, loca = 308622      7f25797e, 784ff000 ,203f08, ddddcccc, e2
1164 :   channel = 7    timestamp = e25bc5caec, loca = 308886      7f267980, 7850f000 ,203f08, ddddcccc, e2
1165 :   channel = 7    timestamp = e25bc5cd5d, loca = 309150      7f25797e, 784ef000 ,203f08, ddddcccc, e2
1166 :   channel = 7    timestamp = e25bc5cfce, loca = 309349      7f277980, 7850f000 ,203f08, ddddcccc, e2
1167 :   channel = 7    timestamp = e25bc5d23f, loca = 309679      7f23797f, 784ef000 ,203f08, ddddcccc, e2
1168 :   channel = 7    timestamp = e25bc5d4b0, loca = 309943      7f26797e, 7850f000 ,203f08, ddddcccc, e2
1169 :   channel = 7    timestamp = e25bc5d721, loca = 310207      7f25797f, 784ef000 ,203f08, ddddcccc, e2
1170 :   channel = 7    timestamp = e25bc5d992, loca = 310439      7f23797d, 784ef000 ,203f08, ddddcccc, e2
1171 :   channel = 7    timestamp = e25bc5dc03, loca = 310769      7f23797c, 784ff000 ,203f08, ddddcccc, e2
1172 :   channel = 7    timestamp = e25bc5de74, loca = 311033      7f23797d, 784cf000 ,203f08, ddddcccc, e2
1173 :   channel = 7    timestamp = e25bc5e0e5, loca = 311298      f00f, 203f08 ,203f08, ddddcccc, e2
1174 :   channel = 7    timestamp = e25bc5e356, loca = 311496      7f21797c, 784df000 ,203f08, ddddcccc, e2
1175 :   channel = 7    timestamp = e25bc5e5c7, loca = 311826      7f24797d, 784cf000 ,203f08, ddddcccc, e2
1176 :   channel = 7    timestamp = e25bc5e838, loca = 312090      7f22797c, 784df000 ,203f08, ddddcccc, e2
1177 :   channel = 7    timestamp = e25bc5eaa9, loca = 312355      7f23797d, 784ef000 ,203f08, ddddcccc, e2
1178 :   channel = 7    timestamp = e25bc5ed1a, loca = 312553      7f26797f, 7851f000 ,203f08, ddddcccc, e2
1179 :   channel = 7    timestamp = e25bc5ef8b, loca = 312883      7f24797d, 784ef000 ,203f08, ddddcccc, e2
1180 :   channel = 7    timestamp = e25bc5f1fc, loca = 313147      7f247980, 7850f000 ,203f08, ddddcccc, e2
1181 :   channel = 7    timestamp = e25bc5f46d, loca = 313412      7f287980, 7851f000 ,203f08, ddddcccc, e2
1182 :   channel = 7    timestamp = e25bc5f6de, loca = 313610      7f24797f, 784ff000 ,203f08, ddddcccc, e2
1183 :   channel = 7    timestamp = e25bc5f94f, loca = 313940      7f25797f, 7850f000 ,203f08, ddddcccc, e2
1184 :   channel = 7    timestamp = e25bc5fbc0, loca = 314204      7f287981, 7851f000 ,203f08, ddddcccc, e2
1185 :   channel = 7    timestamp = e25bc5fe31, loca = 314469      7f267980, 7850f000 ,203f08, ddddcccc, e2
1186 :   channel = 7    timestamp = e25bc600a2, loca = 314667      7f277980, 7853f000 ,203f08, ddddcccc, e2
1187 :   channel = 7    timestamp = e25bc60313, loca = 314997      7f2a7983, 7855f000 ,203f08, ddddcccc, e2
1188 :   channel = 7    timestamp = e25bc60584, loca = 315261      7f277981, 7853f000 ,203f08, ddddcccc, e2
1189 :   channel = 7    timestamp = e25bc607f5, loca = 315526      7f287982, 7854f000 ,203f08, ddddcccc, e2
1190 :   channel = 7    timestamp = e25bc60a66, loca = 315724      7f2b7983, 7857f000 ,203f08, ddddcccc, e2
1191 :   channel = 7    timestamp = e25bc60cd7, loca = 316054      7f297983, 7856f000 ,203f08, ddddcccc, e2
1192 :   channel = 7    timestamp = e25bc60f48, loca = 316318      7f267981, 7855f000 ,203f08, ddddcccc, e2
1193 :   channel = 7    timestamp = e25bc611b9, loca = 316583      7f2a7982, 7856f000 ,203f08, ddddcccc, e2
1194 :   channel = 7    timestamp = e25bc6142a, loca = 316781      7f287981, 7854f000 ,203f08, ddddcccc, e2
1195 :   channel = 7    timestamp = e25bc6169b, loca = 317111      7f267980, 7851f000 ,203f08, ddddcccc, e2
1196 :   channel = 7    timestamp = e25bc6190c, loca = 317375      7f26797f, 7852f000 ,203f08, ddddcccc, e2
1197 :   channel = 7    timestamp = e25bc61b7d, loca = 317640      7f24797f, 784ff000 ,203f08, ddddcccc, e2
1198 :   channel = 7    timestamp = e25bc61dee, loca = 317838      7f25797e, 7852f000 ,203f08, ddddcccc, e2
1199 :   channel = 7    timestamp = e25bc6205f, loca = 318168      7f287981, 7855f000 ,203f08, ddddcccc, e2
1200 :   channel = 7    timestamp = e25bc622d0, loca = 318432      7f25797f, 7851f000 ,203f08, ddddcccc, e2
1201 :   channel = 7    timestamp = e25bc62541, loca = 318697      7f297981, 7853f000 ,203f08, ddddcccc, e2
1202 :   channel = 7    timestamp = e25bc627b2, loca = 318895      7f287983, 7856f000 ,203f08, ddddcccc, e2
1203 :   channel = 7    timestamp = e25bc62a23, loca = 319225      7f287981, 7854f000 ,203f08, ddddcccc, e2
1204 :   channel = 7    timestamp = e25bc62c94, loca = 319490      f00f, 203f08 ,203f08, ddddcccc, e2
1205 :   channel = 7    timestamp = e25bc62f05, loca = 319754      7f2b7984, 7855f000 ,203f08, ddddcccc, e2
1206 :   channel = 7    timestamp = e25bc63176, loca = 319952      7f297983, 7855f000 ,203f08, ddddcccc, e2
1207 :   channel = 7    timestamp = e25bc633e7, loca = 320282      7f2a7983, 7856f000 ,203f08, ddddcccc, e2
1208 :   channel = 7    timestamp = e25bc63658, loca = 320547      7f2b7985, 7858f000 ,203f08, ddddcccc, e2
1209 :   channel = 7    timestamp = e25bc638c9, loca = 320811      7f2b7985, 7857f000 ,203f08, ddddcccc, e2
1210 :   channel = 7    timestamp = e25bc63b3a, loca = 321009      7f2c7984, 7857f000 ,203f08, ddddcccc, e2
1211 :   channel = 7    timestamp = e25bc63dab, loca = 321339      7f2d7986, 785bf000 ,203f08, ddddcccc, e2
1212 :   channel = 7    timestamp = e25bc6401c, loca = 321604      7f2c7983, 7857f000 ,203f08, ddddcccc, e2
1213 :   channel = 7    timestamp = e25bc6428d, loca = 321868      7f2c7984, 7858f000 ,203f08, ddddcccc, e2
1214 :   channel = 7    timestamp = e25bc644fe, loca = 322066      7f2e7987, 785cf000 ,203f08, ddddcccc, e2
1215 :   channel = 7    timestamp = e25bc6476f, loca = 322396      7f2d7984, 7859f000 ,203f08, ddddcccc, e2
1216 :   channel = 7    timestamp = e25bc649e0, loca = 322661      7f2d7985, 785af000 ,203f08, ddddcccc, e2
1217 :   channel = 7    timestamp = e25bc64c51, loca = 322925      7f2e7985, 785af000 ,203f08, ddddcccc, e2
1218 :   channel = 7    timestamp = e25bc64ec2, loca = 323123      7f2a7982, 7856f000 ,203f08, ddddcccc, e2
1219 :   channel = 7    timestamp = e25bc65133, loca = 323453      7f297984, 7857f000 ,203f08, ddddcccc, e2
1220 :   channel = 7    timestamp = e25bc653a4, loca = 323718      7f2a7983, 7857f000 ,203f08, ddddcccc, e2
1221 :   channel = 7    timestamp = e25bc65615, loca = 323982      7f2a7984, 7857f000 ,203f08, ddddcccc, e2
1222 :   channel = 7    timestamp = e25bc65886, loca = 324180      7f2b7985, 7858f000 ,203f08, ddddcccc, e2
1223 :   channel = 7    timestamp = e25bc65af7, loca = 324510      7f2e7987, 785cf000 ,203f08, ddddcccc, e2
1224 :   channel = 7    timestamp = e25bc65d68, loca = 324775      7f2d7986, 785bf000 ,203f08, ddddcccc, e2
1225 :   channel = 7    timestamp = e25bc65fd9, loca = 325039      7f2d7985, 785df000 ,203f08, ddddcccc, e2
1226 :   channel = 7    timestamp = e25bc6624a, loca = 325237      7f2e7987, 785cf000 ,203f08, ddddcccc, e2
1227 :   channel = 7    timestamp = e25bc664bb, loca = 325567      7f2e7986, 785bf000 ,203f08, ddddcccc, e2
1228 :   channel = 7    timestamp = e25bc6672c, loca = 325865      7f2d7987, 785cf000 ,203f08, ddddcccc, e2
1229 :   channel = 7    timestamp = e25bc6699d, loca = 326129      7f2f7987, 785cf000 ,203f08, ddddcccc, e2
1230 :   channel = 7    timestamp = e25bc66c0e, loca = 326327      7f2e7987, 785bf000 ,203f08, ddddcccc, e2
1231 :   channel = 7    timestamp = e25bc66e7f, loca = 326658      f00f, 203f08 ,203f08, ddddcccc, e2
1232 :   channel = 7    timestamp = e25bc670f0, loca = 326922      7f307988, 785df000 ,203f08, ddddcccc, e2
1233 :   channel = 7    timestamp = e25bc67361, loca = 327186      7f2f7987, 785cf000 ,203f08, ddddcccc, e2
1234 :   channel = 7    timestamp = e25bc675d2, loca = 327384      7f307988, 785df000 ,203f08, ddddcccc, e2
1235 :   channel = 7    timestamp = e25bc67843, loca = 327715      7f307988, 785ff000 ,203f08, ddddcccc, e2
1236 :   channel = 7    timestamp = e25bc67ab4, loca = 327979      7f2f7988, 785ef000 ,203f08, ddddcccc, e2
1237 :   channel = 7    timestamp = e25bc67d25, loca = 328243      7f31798a, 785ff000 ,203f08, ddddcccc, e2
1238 :   channel = 7    timestamp = e25bc67f96, loca = 328441      7f31798a, 7860f000 ,203f08, ddddcccc, e2
1239 :   channel = 7    timestamp = e25bc68207, loca = 328772      7f307988, 785ff000 ,203f08, ddddcccc, e2
1240 :   channel = 7    timestamp = e25bc68478, loca = 329036      7f317989, 7860f000 ,203f08, ddddcccc, e2
1241 :   channel = 7    timestamp = e25bc686e9, loca = 329300      7f317989, 7862f000 ,203f08, ddddcccc, e2
1242 :   channel = 7    timestamp = e25bc6895a, loca = 329498      7f31798a, 785ff000 ,203f08, ddddcccc, e2
1243 :   channel = 7    timestamp = e25bc68bcb, loca = 329829      7f2e7989, 785ef000 ,203f08, ddddcccc, e2
1244 :   channel = 7    timestamp = e25bc68e3c, loca = 330093      7f2f7989, 7860f000 ,203f08, ddddcccc, e2
1245 :   channel = 7    timestamp = e25bc690ad, loca = 330357      7f32798a, 7860f000 ,203f08, ddddcccc, e2
1246 :   channel = 7    timestamp = e25bc6931e, loca = 330555      7f307988, 7860f000 ,203f08, ddddcccc, e2
1247 :   channel = 7    timestamp = e25bc6958f, loca = 330886      7f31798a, 7862f000 ,203f08, ddddcccc, e2
1248 :   channel = 7    timestamp = e25bc69800, loca = 331150      7f32798a, 7860f000 ,203f08, ddddcccc, e2
1249 :   channel = 7    timestamp = e25bc69a71, loca = 331414      7f31798a, 7860f000 ,203f08, ddddcccc, e2
1250 :   channel = 7    timestamp = e25bc69ce2, loca = 331612      7f32798a, 7861f000 ,203f08, ddddcccc, e2
1251 :   channel = 7    timestamp = e25bc69f53, loca = 331943      7f33798c, 7861f000 ,203f08, ddddcccc, e2
1252 :   channel = 7    timestamp = e25bc6a1c4, loca = 332207      7f31798c, 7861f000 ,203f08, ddddcccc, e2
1253 :   channel = 7    timestamp = e25bc6a435, loca = 332471      7f317989, 7860f000 ,203f08, ddddcccc, e2
1254 :   channel = 7    timestamp = e25bc6a6a6, loca = 332669      7f32798a, 7861f000 ,203f08, ddddcccc, e2
